Age,Gender,Race,Education Level,Industry,Weekly Hours Worked,Salary (ZAR),Rent (ZAR),Transport (ZAR),Groceries (ZAR),Debt Repayment (ZAR),Savings (ZAR),Entertainment (ZAR),Total Expenses (ZAR),Debt-to-Income Ratio (%),Debt Risk Level
34,Male,Indian/Asian,High School,Healthcare,40,17210,6502.44,2438.98,2734.8,7441.39,1994.3,3010.59,22128.19,43.24,Critical Risk
27,Female,Black African,Diploma,Healthcare,45,9389,3352.79,1076.58,1576.57,2392.25,1109.98,1580.37,9978.56,25.48,Moderate Risk
26,Female,Black African,High School,Healthcare,20,18229,6788.13,2234.83,2923.68,2344.97,3337.92,2865.21,17156.82,12.86,Very Low Risk
28,Male,Black African,Bachelor's,Mining,30,23930,7517.89,2817.01,4242.72,10999.49,3103.69,3746.14,29323.25,45.97,Critical Risk
26,Female,Black African,High School,Retail,40,4987,1717.03,741.24,920.13,1249.19,939.81,790.42,5418.01,25.05,Moderate Risk
31,Male,Black African,Diploma,Mining,40,21560,8303.47,3067.58,3868.39,12710.07,3610.97,3922.57,31872.08,58.95,Critical Risk
26,Male,Black African,Diploma,Construction,40,7552,2505.67,858.17,1318.94,1489.38,1628.2,1240.79,7412.95,19.72,Low Risk
32,Female,Black African,Diploma,Mining,45,20632,8044.33,2753.07,3808.13,1917.51,1487.8,3732.92,20255.96,9.29,Very Low Risk
31,Female,Black African,High School,Finance,50,26141,10425.06,3427.51,5082.07,9665.83,4271.8,4202.27,32802.74,36.98,Critical Risk
32,Male,Black African,Diploma,Healthcare,40,31003,9733.15,3847.95,5715.98,3261.53,2286.23,5787.17,28345.79,10.52,Very Low Risk
28,Female,Black African,Diploma,IT,45,14532,4574.16,1973.38,2665.2,7086.86,1220.65,2359.09,18658.68,48.77,Critical Risk
31,Female,Black African,High School,Healthcare,30,25895,8739.18,3661.9,5082.78,6574.29,5415.66,5027.47,29085.64,25.39,Moderate Risk
28,Male,Black African,Bachelor's,Retail,20,6224,2217.6,916.82,1231.84,3643.98,1223.77,1117.23,9127.46,58.55,Critical Risk
34,Female,Indian/Asian,Bachelor's,Mining,40,19157,7208.63,2365.07,3071.71,10442.93,1547.9,3181.15,26269.48,54.51,Critical Risk
32,Male,Black African,High School,Retail,40,5615,1722.35,744.52,934.46,1871.79,764.08,1107.22,6380.34,33.34,High Risk
24,Female,Black African,Diploma,Mining,30,12515,4732.67,1713.53,1884.65,3066.67,2067.21,1961.01,13358.53,24.5,Moderate Risk
24,Female,Coloured,Diploma,Mining,30,21312,6742.07,2673.85,3575.02,12665.41,2528.29,4224.47,29880.82,59.43,Critical Risk
31,Male,White,High School,Mining,20,27682,8540.04,3910.78,5154.72,6831.07,3281.63,4225.39,28661.99,24.68,Moderate Risk
33,Male,Black African,High School,IT,40,18380,6621.92,1854.69,3653.55,2086.12,2225.86,3292.13,17508.41,11.35,Very Low Risk
34,Male,Black African,Master's,Construction,40,8330,2563.28,1123.39,1255.03,3793.37,1544.38,1580.2,10315.27,45.54,Critical Risk
24,Male,Black African,Diploma,Healthcare,30,13131,4035.28,1429.86,2045.34,6642.76,1037.99,2465.99,16619.24,50.59,Critical Risk
27,Male,White,Master's,Mining,30,51564,18653.98,6185.86,9088.91,11766.69,7428.04,9536.74,55232.19,22.82,Moderate Risk
33,Male,Coloured,Diploma,Finance,20,10963,4054.94,1548.15,1704.16,2218.54,2070.87,1660.02,11185.82,20.24,Moderate Risk
27,Female,Black African,High School,Education,40,9318,3651.96,1306.79,1421.02,2662.74,1814.76,1545.43,10587.94,28.58,Moderate Risk
34,Male,Black African,High School,Education,40,6485,2566.42,796.5,1116.61,1032.22,562.84,1073.17,6584.93,15.92,Low Risk
34,Female,Black African,Bachelor's,Mining,30,19018,6612.5,1931.45,3536.26,10293.04,1446.73,2918.07,25291.34,54.12,Critical Risk
24,Female,Black African,Diploma,Healthcare,40,19715,7183.88,2343.05,3287.74,10241.22,4437.17,3707.74,26763.64,51.95,Critical Risk
24,Male,Black African,High School,Healthcare,45,10779,4072.41,1261.97,1727.16,4722.48,1307.46,1742.97,13526.99,43.81,Critical Risk
29,Female,Black African,Diploma,Construction,30,9183,3602.61,1010.46,1536.22,4631.44,1028.93,1818.19,12598.93,50.43,Critical Risk
29,Male,White,Bachelor's,Construction,40,19158,5789.76,2041.14,2998.58,3608.01,3863.53,3505.2,17942.69,18.83,Low Risk
28,Male,Black African,Bachelor's,IT,50,41392,13320.38,4794.8,6943.84,12954.71,6371.02,7515.61,45529.33,31.3,High Risk
31,Female,Black African,High School,Mining,40,11785,4153.47,1420.77,2058.4,2962.84,1990.9,1823.27,12418.75,25.14,Moderate Risk
25,Male,Black African,High School,Finance,50,15440,4989.67,2105.58,2372.88,7769.37,2424.56,2474.7,19712.19,50.32,Critical Risk
25,Female,Black African,Master's,IT,20,39860,14018.09,5117.41,7072.36,5244.84,7519.51,6645.87,38098.57,13.16,Very Low Risk
24,Female,Black African,Bachelor's,IT,30,9567,3519.81,1226.0,1678.62,1474.52,657.76,1566.28,9465.23,15.41,Low Risk
26,Female,Black African,High School,Mining,40,21232,8003.64,3023.02,3621.04,8252.99,3180.04,3507.32,26408.01,38.87,Critical Risk
24,Female,Black African,Bachelor's,Mining,40,55291,21209.18,8021.24,10012.84,14474.73,6790.49,9088.78,62806.76,26.18,Moderate Risk
34,Female,Black African,High School,IT,50,34259,13684.94,4109.92,6738.48,4515.04,3428.75,6350.04,35398.42,13.18,Very Low Risk
29,Male,Coloured,High School,IT,30,15802,6130.59,2246.47,2627.51,1736.07,962.26,2891.85,15632.49,10.99,Very Low Risk
28,Male,Black African,High School,IT,50,8646,2894.16,1219.27,1354.37,2684.08,1894.92,1300.09,9451.98,31.04,High Risk
34,Female,Indian/Asian,High School,Retail,45,3800,1250.38,422.88,710.52,1733.63,507.86,604.75,4722.16,45.62,Critical Risk
24,Male,Indian/Asian,Bachelor's,IT,30,58850,19431.95,6031.57,9563.67,4662.08,14131.59,11063.69,50752.97,7.92,Very Low Risk
30,Male,Indian/Asian,Diploma,Healthcare,40,22946,7095.06,3352.24,4273.17,10506.31,2785.72,4075.38,29302.16,45.79,Critical Risk
33,Male,Black African,High School,Education,30,9491,3476.58,1416.55,1555.16,3680.66,1951.59,1575.59,11704.54,38.78,Critical Risk
35,Female,Black African,Bachelor's,Finance,50,49782,14987.26,6465.81,7753.23,11520.68,6029.33,9607.93,50334.92,23.14,Moderate Risk
34,Male,White,Bachelor's,Finance,40,10349,3407.4,1212.07,2069.72,690.61,2247.18,1810.64,9190.43,6.67,Very Low Risk
26,Female,Black African,High School,Education,20,17823,6714.04,2371.6,3145.94,10396.72,3545.34,3166.1,25794.4,58.33,Critical Risk
30,Male,Black African,Diploma,Mining,40,36052,12507.11,3699.32,6748.16,9264.96,2089.0,6761.42,38980.96,25.7,Moderate Risk
28,Male,Black African,Bachelor's,Construction,30,10739,3665.15,1477.57,1821.23,6052.84,1651.57,1877.84,14894.63,56.36,Critical Risk
28,Male,Black African,Bachelor's,IT,40,29793,11280.0,3287.7,5821.41,10087.59,2407.2,4687.56,35164.26,33.86,High Risk
27,Male,Black African,Bachelor's,Finance,40,46964,15978.9,4921.78,8986.95,17032.78,9846.08,7432.51,54352.92,36.27,High Risk
23,Female,Coloured,High School,Finance,20,21007,7297.05,3046.65,4022.86,4858.04,4881.99,4015.97,23240.57,23.13,Moderate Risk
30,Male,Black African,High School,Healthcare,40,13272,4636.57,1697.68,2520.42,3623.85,1438.38,2514.25,14992.78,27.3,Moderate Risk
27,Male,Black African,Bachelor's,Healthcare,30,11747,4118.6,1462.61,2104.25,4850.72,1805.09,1772.52,14308.7,41.29,Critical Risk
29,Female,Black African,Bachelor's,Retail,45,7476,2318.72,978.26,1301.54,2295.3,1384.97,1330.11,8223.93,30.7,High Risk
22,Female,Black African,High School,Education,30,12316,4345.24,1844.22,2249.04,3291.53,2759.27,2098.47,13828.49,26.73,Moderate Risk
26,Male,Black African,High School,Retail,50,4831,1636.26,529.61,790.98,318.31,669.81,751.1,4026.26,6.59,Very Low Risk
33,Male,Black African,Bachelor's,Finance,45,50496,19691.82,5581.92,8934.58,12772.89,11828.73,8822.79,55804.0,25.29,Moderate Risk
22,Female,Black African,High School,Mining,30,27258,8211.55,3688.94,5014.97,4222.33,5955.2,5370.2,26507.99,15.49,Low Risk
31,Female,Black African,High School,Finance,30,20332,7149.58,2872.98,3143.0,11427.37,4187.35,3531.52,28124.45,56.2,Critical Risk
32,Male,Black African,High School,Mining,40,15050,5981.64,2209.86,2826.47,2877.14,1187.33,2717.96,16613.07,19.12,Low Risk
35,Male,Coloured,Diploma,Construction,20,4837,1458.47,677.08,840.0,405.19,771.43,946.97,4327.72,8.38,Very Low Risk
29,Male,Black African,High School,Finance,20,12614,4655.69,1591.95,2491.59,1787.77,2412.89,2027.24,12554.23,14.17,Very Low Risk
29,Male,Black African,Diploma,Healthcare,45,34250,10377.37,4648.11,6763.65,4110.46,1787.06,5884.74,31784.33,12.0,Very Low Risk
22,Female,Black African,High School,IT,40,21752,8401.68,2755.63,4179.89,3227.93,4243.86,3524.84,22089.97,14.84,Very Low Risk
30,Female,Black African,Master's,Finance,30,20021,6399.57,2658.74,3428.05,3664.18,2767.85,3996.52,20147.05,18.3,Low Risk
23,Male,Black African,Master's,Retail,40,4834,1849.09,502.1,899.18,2776.09,1050.4,730.35,6756.8,57.43,Critical Risk
33,Female,Black African,Master's,Construction,50,12909,5055.99,1707.69,2079.85,6082.0,2293.69,2484.92,17410.45,47.11,Critical Risk
30,Male,Black African,Bachelor's,Construction,50,14622,4585.67,1694.87,2404.44,2540.82,861.0,2491.0,13716.8,17.38,Low Risk
22,Male,Black African,Diploma,Mining,30,26240,8129.91,3330.56,4693.42,11094.5,3058.3,5221.24,32469.63,42.28,Critical Risk
33,Male,Indian/Asian,High School,Mining,20,28207,10821.93,3010.99,5273.08,11417.71,1586.13,4890.4,35414.12,40.48,Critical Risk
31,Male,Indian/Asian,High School,Finance,40,21280,6756.65,2712.07,3656.45,4893.62,1097.56,3868.31,21887.11,23.0,Moderate Risk
35,Female,Black African,High School,Mining,20,16931,5169.61,2256.09,3207.31,4294.75,4164.65,3021.38,17949.14,25.37,Moderate Risk
35,Male,Black African,High School,Retail,30,6314,2033.61,694.62,1148.17,3447.4,647.01,980.85,8304.64,54.6,Critical Risk
30,Male,Coloured,Diploma,Healthcare,40,22582,7238.22,2368.96,3744.7,7100.47,1844.64,4459.11,24911.46,31.44,High Risk
25,Female,White,PhD,IT,20,66526,24445.81,7906.86,10911.21,37825.25,14935.75,12062.62,93151.75,56.86,Critical Risk
30,Female,Black African,Diploma,IT,30,30996,10761.81,3804.01,5871.97,4663.88,3464.97,5091.55,30193.23,15.05,Low Risk
28,Female,Black African,Diploma,Mining,40,10602,3992.34,1399.03,1749.23,746.93,1153.82,1766.05,9653.57,7.05,Very Low Risk
32,Female,Black African,Diploma,Finance,45,26604,8608.68,2896.41,4273.92,8529.19,6038.94,4033.24,28341.43,32.06,High Risk
27,Male,Black African,High School,Mining,40,11425,3988.32,1410.99,2130.41,4275.73,1888.69,1838.69,13644.13,37.42,High Risk
26,Female,Black African,Master's,Construction,45,7157,2222.61,1043.65,1096.72,2405.03,657.32,1226.06,7994.08,33.6,High Risk
32,Female,Black African,Diploma,Retail,20,5107,1773.22,616.87,820.12,2083.82,551.48,832.48,6126.5,40.8,High Risk
30,Female,Coloured,High School,Education,30,19123,6691.91,2077.16,3679.75,4677.91,1325.93,3060.45,20187.18,24.46,Moderate Risk
23,Female,Indian/Asian,Master's,Finance,45,11513,4503.32,1635.76,2039.38,1427.66,2091.67,2081.91,11688.02,12.4,Very Low Risk
35,Male,Black African,Diploma,Healthcare,50,18160,7170.86,2200.41,3217.26,3704.46,1542.57,3238.35,19531.35,20.4,Moderate Risk
34,Female,Black African,Diploma,Retail,45,8362,3240.52,1099.72,1613.04,751.36,1139.87,1626.75,8331.4,8.99,Very Low Risk
32,Male,Black African,Diploma,Healthcare,45,7948,3117.55,1145.01,1515.05,704.72,1437.68,1398.54,7880.88,8.87,Very Low Risk
35,Male,Black African,Bachelor's,Finance,20,20989,6394.4,2752.02,3972.91,5384.54,2920.58,3728.02,22231.89,25.65,Moderate Risk
33,Male,Indian/Asian,High School,Healthcare,50,28819,11028.44,4097.27,4834.89,15659.5,4056.8,4688.64,40308.74,54.34,Critical Risk
23,Female,Black African,Bachelor's,Retail,30,4981,1527.47,660.17,796.5,1602.24,1153.69,971.25,5557.63,32.17,High Risk
32,Male,Black African,Master's,Retail,40,9095,3248.6,1279.9,1612.57,1302.6,1920.33,1806.02,9249.69,14.32,Very Low Risk
33,Female,Black African,Diploma,Mining,40,34734,10716.35,4266.44,6173.82,8636.09,4325.06,6053.36,35846.06,24.86,Moderate Risk
30,Male,Black African,Diploma,Education,40,25178,9544.91,3751.47,3835.01,14797.64,4284.17,3869.26,35798.28,58.77,Critical Risk
33,Female,Black African,Bachelor's,Finance,50,39197,11768.01,4983.13,6702.68,2628.97,5281.62,6413.12,32495.92,6.71,Very Low Risk
24,Male,Black African,High School,IT,40,12844,4346.25,1722.52,2271.66,4892.2,2281.29,1933.51,15166.13,38.09,High Risk
29,Female,Black African,PhD,Construction,30,24288,8572.5,2662.07,4233.83,9366.39,5624.72,3872.02,28706.81,38.56,High Risk
32,Female,Black African,Diploma,Education,40,7277,2380.24,877.67,1449.12,3891.98,1187.91,1096.33,9695.35,53.48,Critical Risk
30,Male,Black African,Diploma,IT,40,15951,5591.21,1966.78,2561.68,4448.15,1247.09,2907.34,17475.15,27.89,Moderate Risk
29,Male,White,Diploma,Healthcare,40,17884,6932.18,2527.3,2823.37,5040.05,3899.79,3423.62,20746.52,28.18,Moderate Risk
25,Female,Coloured,Diploma,IT,20,19180,6924.01,2660.08,3723.07,11181.64,3766.43,3709.43,28198.23,58.3,Critical Risk
33,Female,White,High School,IT,30,22285,7918.03,2832.98,4385.87,1407.91,1904.77,3633.15,20177.94,6.32,Very Low Risk
22,Female,Coloured,Bachelor's,Construction,40,12208,4859.91,1712.26,2356.45,4689.01,2137.55,2167.67,15785.3,38.41,Critical Risk
25,Male,Coloured,Diploma,Retail,45,4317,1463.46,606.77,841.8,1882.1,1002.69,799.04,5593.17,43.6,Critical Risk
35,Female,Black African,Bachelor's,Retail,45,10293,3995.69,1368.83,1800.37,1030.47,2365.93,1918.67,10114.03,10.01,Very Low Risk
30,Male,Black African,High School,Retail,50,4145,1511.58,609.85,805.46,1834.02,1023.76,629.23,5390.14,44.25,Critical Risk
23,Female,Black African,Diploma,IT,40,41172,15543.16,5880.73,7199.34,16995.61,7684.55,6642.96,52261.8,41.28,Critical Risk
24,Female,Coloured,Bachelor's,Healthcare,40,17588,5825.18,1949.99,2979.38,1037.56,4308.84,2971.9,14764.01,5.9,Very Low Risk
31,Male,Black African,PhD,Finance,40,47065,16993.51,5518.51,7483.53,24355.79,3240.35,7694.2,62045.55,51.75,Critical Risk
29,Female,Black African,Bachelor's,Construction,45,9511,3660.29,1011.22,1789.75,3807.23,884.33,1797.53,12066.01,40.03,Critical Risk
27,Female,White,Bachelor's,Mining,45,28513,10337.75,3455.74,5120.76,15958.1,4419.08,4493.34,39365.68,55.97,Critical Risk
29,Female,Black African,High School,Healthcare,40,12836,4718.49,1501.69,2159.53,5065.05,1599.47,2515.43,15960.18,39.46,Critical Risk
28,Male,White,Bachelor's,Construction,40,11077,3889.19,1542.0,1677.68,3142.98,688.55,2137.55,12389.4,28.37,Moderate Risk
35,Male,Black African,High School,Construction,50,5548,1734.9,777.91,1018.3,2157.7,417.47,975.78,6664.59,38.89,Critical Risk
34,Female,Black African,High School,Retail,50,5763,2160.78,707.99,1066.57,3024.65,658.62,1101.45,8061.44,52.48,Critical Risk
34,Male,Black African,High School,Healthcare,45,8218,3036.45,1031.29,1264.66,2315.24,1757.17,1390.29,9037.93,28.17,Moderate Risk
26,Male,Coloured,Bachelor's,Finance,20,23981,8383.61,3447.71,4282.47,6775.97,5519.89,3796.27,26686.02,28.26,Moderate Risk
30,Female,Black African,High School,Education,45,17897,6090.65,2263.93,3027.26,1913.53,4079.05,2965.56,16260.94,10.69,Very Low Risk
25,Male,Black African,High School,Retail,40,5474,2007.25,802.41,1000.94,1970.32,578.38,822.82,6603.74,35.99,Critical Risk
27,Female,Coloured,High School,Finance,40,14537,5378.84,2061.07,2436.4,4275.7,2909.32,2890.18,17042.19,29.41,Moderate Risk
23,Male,Black African,Diploma,Education,30,17036,5762.82,2089.08,3175.54,4393.8,1928.51,3214.75,18635.99,25.79,Moderate Risk
23,Male,Black African,Bachelor's,Mining,45,28067,9280.91,4118.96,4394.33,2008.08,4893.59,4212.02,24014.29,7.15,Very Low Risk
23,Female,Black African,Diploma,Healthcare,45,30179,11980.74,4201.13,4929.63,11532.66,6569.57,5774.53,38418.7,38.21,Critical Risk
31,Female,Black African,Diploma,Mining,40,22369,8893.98,3307.54,4091.13,1799.74,2157.28,3556.35,21648.74,8.05,Very Low Risk
28,Female,Black African,High School,Construction,20,10323,3483.06,1140.12,1967.37,1018.05,1408.49,2027.54,9636.15,9.86,Very Low Risk
34,Female,Black African,High School,IT,50,23285,9222.74,3132.67,4384.95,1834.47,3425.1,3725.46,22300.3,7.88,Very Low Risk
23,Female,Black African,High School,Healthcare,40,17543,6288.62,2562.04,3025.42,3618.46,2196.32,2818.04,18312.57,20.63,Moderate Risk
33,Male,Coloured,Diploma,Construction,45,8333,2511.62,834.15,1375.83,2785.74,1845.87,1639.87,9147.2,33.43,High Risk
34,Male,Black African,Diploma,Education,45,10441,3248.01,1094.91,1784.81,3941.14,692.92,1822.58,11891.44,37.75,High Risk
23,Male,Black African,High School,IT,40,22446,7228.06,2380.68,3866.51,5384.83,5421.69,3474.92,22335.0,23.99,Low Risk
30,Female,Black African,Bachelor's,Finance,50,15656,5971.06,1883.49,2438.74,6770.49,3651.2,2785.78,19849.56,43.25,Critical Risk
28,Male,Coloured,PhD,IT,40,36627,13674.43,5265.28,5877.76,17567.77,4512.72,6608.4,48993.64,47.96,Critical Risk
32,Male,Black African,High School,Education,50,9183,3513.33,1138.38,1476.42,3503.63,1992.51,1687.3,11319.05,38.15,Critical Risk
24,Male,Black African,High School,Education,50,10415,3666.18,1083.82,1703.47,2477.33,729.43,1789.22,10720.02,23.79,Moderate Risk
24,Male,Coloured,Bachelor's,Finance,20,18349,6535.5,2035.32,3211.17,1379.79,4258.49,3450.86,16612.64,7.52,Very Low Risk
28,Male,Black African,High School,Mining,30,20765,6323.75,2439.53,3368.26,11733.64,4134.69,3857.0,27722.17,56.51,Critical Risk
26,Female,Black African,High School,Retail,30,5342,1716.79,769.55,1036.97,3141.61,959.27,803.33,7468.24,58.81,Critical Risk
31,Male,Black African,High School,Mining,40,18150,6280.85,1997.14,3553.3,1883.69,2510.55,3082.05,16797.02,10.38,Very Low Risk
35,Female,Black African,Master's,Construction,40,10754,4085.28,1453.86,2143.56,3011.98,538.69,1812.92,12507.61,28.01,Moderate Risk
35,Female,Black African,Diploma,IT,40,36506,13309.36,5200.61,5778.16,6242.68,7237.39,7216.79,37747.61,17.1,Low Risk
27,Male,Black African,High School,Finance,50,17601,6373.82,2211.48,3277.85,6162.55,3554.71,2669.04,20694.75,35.01,High Risk
34,Female,Black African,High School,IT,40,29969,11668.59,3919.47,5814.93,9525.99,5151.32,4896.9,35825.88,31.79,High Risk
33,Male,Indian/Asian,High School,Education,40,18785,6765.93,2385.37,2877.36,3154.5,2063.78,2908.29,18091.44,16.79,Low Risk
29,Female,Black African,High School,Construction,40,11924,3903.84,1646.35,2278.64,6557.29,831.58,1798.51,16184.63,54.99,Critical Risk
30,Female,Black African,Diploma,Construction,40,10095,3520.23,1273.38,1811.59,5463.24,586.01,1814.45,13882.89,54.12,Critical Risk
22,Female,Black African,Bachelor's,Retail,40,4134,1535.56,608.26,682.53,1789.22,313.19,768.38,5383.95,43.28,Critical Risk
24,Female,Black African,High School,Healthcare,20,9149,3505.4,1310.68,1640.28,4077.77,731.09,1537.63,12071.77,44.57,Critical Risk
32,Male,Black African,High School,Healthcare,40,19735,6968.5,2713.54,3490.53,4773.97,2070.87,3800.22,21746.75,24.19,Moderate Risk
28,Male,Black African,High School,Healthcare,40,8917,3397.38,1039.89,1675.74,2345.39,1805.13,1359.14,9817.54,26.3,Moderate Risk
27,Female,Black African,High School,IT,30,16423,6552.14,2137.53,2627.87,5228.45,1844.83,2857.72,19403.72,31.84,High Risk
28,Male,Coloured,Master's,Healthcare,20,52375,16037.21,5574.41,8406.95,21040.03,13081.98,10069.11,61127.71,40.17,High Risk
29,Male,Indian/Asian,High School,Finance,45,16973,6331.92,2033.75,2618.54,4903.57,1475.44,3242.91,19130.69,28.89,Moderate Risk
27,Male,Black African,High School,Retail,30,6119,2403.0,777.58,1096.83,1220.28,1350.01,1077.61,6575.3,19.94,Low Risk
24,Female,White,High School,Construction,30,11940,4179.25,1400.92,2224.41,6303.59,1140.37,2376.78,16484.94,52.79,Critical Risk
23,Male,Black African,Diploma,Education,30,14744,4984.85,1541.63,2577.16,3002.54,1687.39,2230.4,14336.58,20.36,Low Risk
33,Female,Black African,Master's,Mining,50,40256,14297.4,4654.97,7141.67,15830.93,3990.8,7708.88,49633.86,39.33,Critical Risk
28,Male,Black African,High School,Education,30,6457,2523.26,943.54,1065.68,2847.51,1115.65,1254.74,8634.71,44.1,Critical Risk
33,Male,Coloured,Diploma,Finance,30,31173,12007.72,4067.19,5377.65,12247.35,6240.69,5456.45,39156.35,39.29,Critical Risk
33,Female,Black African,High School,Retail,50,5442,1959.22,597.65,1051.53,2523.79,312.25,1010.25,7142.44,46.38,Critical Risk
33,Male,Black African,Bachelor's,Mining,40,31381,12338.37,4386.95,6056.75,5047.87,4355.41,5652.12,33482.07,16.09,Low Risk
32,Female,Indian/Asian,Diploma,Healthcare,40,15867,5909.59,2305.38,3036.74,4218.98,2906.61,2537.62,18008.31,26.59,Moderate Risk
22,Male,Black African,Diploma,Mining,45,33773,11402.07,4321.63,5273.91,12057.08,2661.91,5991.31,39046.01,35.7,High Risk
24,Male,Black African,Diploma,Construction,40,9894,3203.7,1203.44,1965.54,5233.8,1709.56,1662.64,13269.13,52.9,Critical Risk
33,Male,Black African,Master's,IT,40,21754,7899.01,2567.06,3353.23,12668.98,2619.61,4088.76,30577.05,58.24,Critical Risk
32,Female,Black African,Diploma,IT,50,25911,9747.24,2804.73,5143.04,13545.88,1465.49,4986.73,36227.61,52.28,Critical Risk
25,Female,White,Diploma,Healthcare,40,7875,2886.56,809.27,1452.8,934.66,1919.84,1408.26,7491.55,11.87,Very Low Risk
34,Female,Black African,Diploma,Healthcare,45,17833,6445.77,1976.43,3475.67,1174.07,3786.88,3079.36,16151.31,6.58,Very Low Risk
35,Male,Black African,Diploma,Finance,20,7899,2440.86,980.86,1469.29,1622.96,491.9,1460.85,7974.83,20.55,Moderate Risk
22,Female,Black African,High School,Finance,30,7429,2672.8,762.1,1406.1,2035.44,1064.15,1232.96,8109.41,27.4,Moderate Risk
26,Female,Black African,High School,Education,40,12062,3631.34,1796.74,2359.7,1432.33,2533.28,2118.57,11338.68,11.87,Very Low Risk
31,Female,Black African,High School,Construction,45,8018,2437.69,1080.48,1572.14,3397.39,1947.43,1246.86,9734.57,42.37,Critical Risk
24,Female,Black African,Diploma,IT,45,29577,9616.18,3465.72,4823.84,16128.94,4161.68,5499.0,39533.68,54.53,Critical Risk
23,Female,Black African,Diploma,Retail,45,3596,1123.22,436.59,719.14,969.63,830.61,570.88,3819.45,26.96,Moderate Risk
24,Male,Black African,High School,Finance,45,21839,7050.54,3263.47,3910.77,12972.35,3982.57,3973.76,31170.89,59.4,Critical Risk
29,Female,Black African,Diploma,Retail,30,5231,2076.71,615.58,1022.78,1102.04,384.68,1008.35,5825.46,21.07,Moderate Risk
27,Male,Black African,Bachelor's,Education,45,32113,12633.06,3458.08,5318.39,8743.33,6922.84,5004.26,35157.12,27.23,Moderate Risk
34,Female,Black African,High School,IT,45,19453,5975.81,2368.41,3279.08,1563.19,3953.24,3758.3,16944.79,8.04,Very Low Risk
35,Male,Black African,High School,Finance,40,7130,2199.11,783.84,1158.57,3145.17,826.17,1334.73,8621.42,44.11,Critical Risk
28,Male,Indian/Asian,Bachelor's,Retail,40,7709,2761.06,997.44,1498.89,441.12,1797.92,1316.37,7014.89,5.72,Very Low Risk
33,Male,Black African,Diploma,Education,40,19498,7692.51,2320.98,3581.99,5585.29,1828.46,3476.99,22657.77,28.65,Moderate Risk
27,Male,Coloured,High School,Retail,50,3000,1128.54,339.63,457.97,523.32,571.71,503.19,2952.64,17.44,Low Risk
27,Male,Indian/Asian,Diploma,Finance,45,8352,3080.63,957.5,1385.35,3311.39,1660.5,1512.26,10247.14,39.65,Critical Risk
33,Female,Black African,Diploma,Healthcare,45,12323,4193.86,1825.12,1912.71,2070.98,1347.81,2053.78,12056.46,16.81,Low Risk
24,Female,Black African,Diploma,Education,30,10846,4018.21,1289.1,1842.96,3877.1,1274.88,1818.98,12846.35,35.75,High Risk
33,Female,Black African,Diploma,Education,40,16695,6014.79,2452.57,3226.1,1596.2,3919.11,3213.52,16503.18,9.56,Very Low Risk
34,Female,Black African,Diploma,Mining,40,21463,8137.75,2738.54,3670.22,1994.19,3554.59,3284.79,19825.49,9.29,Very Low Risk
35,Male,Black African,Bachelor's,Healthcare,20,10627,4165.24,1361.8,1617.16,5710.45,866.87,1819.16,14673.82,53.74,Critical Risk
29,Female,Black African,High School,Education,30,15926,5953.92,1659.64,2647.54,7667.07,1442.59,2976.5,20904.67,48.14,Critical Risk
33,Male,Black African,Bachelor's,Mining,30,34502,11171.58,5136.13,6412.3,20086.28,2487.35,5387.75,48194.03,58.22,Critical Risk
28,Female,Black African,PhD,Retail,45,7624,2651.86,962.35,1325.82,1335.25,529.65,1396.32,7671.6,17.51,Low Risk
28,Male,White,High School,Finance,45,22772,8476.65,3246.8,4260.78,4802.02,3380.89,4285.01,25071.26,21.09,Moderate Risk
27,Male,Black African,Bachelor's,Education,40,8765,3345.16,1178.25,1641.08,5250.51,1634.27,1617.16,13032.17,59.9,Critical Risk
26,Male,Indian/Asian,High School,IT,45,12264,3950.86,1525.11,2335.86,5199.97,2905.47,2217.81,15229.6,42.4,Critical Risk
31,Male,Black African,High School,Finance,40,18340,6527.16,2467.24,3483.48,3960.55,1235.34,3487.7,19926.13,21.6,Moderate Risk
29,Male,Black African,Master's,Healthcare,50,40655,16015.54,4288.99,7466.37,7795.76,4948.22,7453.51,43020.19,19.18,Low Risk
26,Male,Black African,High School,Mining,30,21737,7980.5,2236.69,3897.4,11146.57,3095.82,4335.65,29596.81,51.28,Critical Risk
30,Female,White,High School,Finance,30,10046,3557.33,1183.04,1550.16,2713.2,1825.76,1565.02,10568.75,27.01,Moderate Risk
30,Female,Black African,Diploma,Mining,20,12193,4509.84,1335.73,1944.85,883.55,2118.34,2281.72,10955.68,7.25,Very Low Risk
22,Male,Black African,Diploma,Healthcare,40,15287,5445.45,2205.34,2948.08,3810.96,1896.6,2389.69,16799.53,24.93,Moderate Risk
27,Male,Coloured,Diploma,Healthcare,40,22362,7358.29,2571.87,4287.61,3297.99,2673.89,4331.59,21847.35,14.75,Very Low Risk
28,Female,Black African,High School,Finance,50,19247,6557.77,2561.49,3400.76,1953.29,3726.96,3705.47,18178.78,10.15,Very Low Risk
24,Male,Black African,High School,Education,45,15558,5961.28,2264.66,2960.2,8362.93,778.27,2367.17,21916.24,53.75,Critical Risk
28,Female,White,High School,IT,40,26635,9558.04,2745.91,4372.57,11509.77,4286.87,4361.53,32547.82,43.21,Critical Risk
